Packet Loss Budget;Latency Budget (μs);Jitter Budget (μs);Data R date Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (μs);Slice Packet Loss;Slice Jitter (μs);Slice Type;Slice Handover
0.0;1000.0;1.0;1000.0;no;yes;8429.13242242585;1865.409858759745;0.000467053902605;2018.4903661860092;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;4647.587417528387;1857.5897985700376;0.0002172978983651;1593.0977036370662;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;3712.742725646272;2384.186592312674;0.0004386945632309;2879.6343399138723;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5753.873650937973;2900.357375948188;0.0001937378268759;1841.0033195381282;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;1658.225514363211;2762.0159336617344;0.0004658872022808;1887.9422072344544;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5132.637180553075;2185.5364874631814;0.0005934160086401;1943.1120375040064;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;6374.32624401;1446.24627599515;0.0005714760360072;2149.4848324708732;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;3421.392593326153;2699.5266039841035;0.0004162919842016;2791.3317692288056;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;7281.72147014535;1632.885364469629;0.0005674186140495;2594.842629557974;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6099.86096858488;2289.6296321407303;0.0003133654247557;2413.993031827709;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;7296.805739114154;2187.529637390309;0.0003930269189848;1354.205445791744;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;2706.87501827124;1292.384199308086;0.0002238735744896;1984.3542588432347;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4699.363296654966;1649.4172038275008;0.0004114419991572;1906.1410150613644;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6537.223926452296;2342.081463901326;0.0003707803806205;2373.5720246270607;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;2504.318488053352;1898.136678768098;0.0004318565917099;1870.8833818706908;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6578.794968767925;3941.5207790080394;0.0004547104802113;2958.5037251802623;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4700.785155702448;1703.2188998693591;0.0005415609374557;2429.9769424597634;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6566.391473405063;1327.9269774624959;0.0001727379584543;2393.6696966195514;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5362.913857309394;2048.568084307283;0.0003566792418138;1348.355528743503;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;7351.642225325322;1785.184323645501;0.0006630688642478;1521.5953242577632;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;2847.531985687256;856.535368751844;0.000665938009317;1649.9463349300909;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5548.895639833207;2556.959155855818;0.0005092857455552;2005.614437861221;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;2481.476463595785;2660.855890370097;0.0005128762016305;2794.092172794398;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5699.660565994552;2569.1850580336477;0.0003121251937319;1492.7384001859846;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;5546.811893118225;2213.6185732237386;0.0004377655381582;919.3229665930863;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;4525.41157572369;1910.0065701869605;0.0006370188237966;2955.6809558470272;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3694.301924745334;2115.0740807260204;0.0002925827082756;1692.7028703788808;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4458.277552673389;1918.3775054930516;0.0005241138078872;1957.7298439418096;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;5163.238174454848;1577.6229191642144;0.000592817610257;2671.751197453451;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5474.097266041357;3027.0351658063437;0.000507894076869;2780.795536684784;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;8220.70457490939;2843.3142185277134;0.0004751969129917;1391.504677377484;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;6456.048568159153;2440.142529331632;0.0004734828591323;2178.912605272455;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;4022.436448186785;1715.6636913116604;0.000583429728421;2928.836156785933;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5966.029520002118;2389.8484854289263;0.0005324324376326;2028.3197218964492;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;6469.218244288368;1841.170621158124;0.0005824128585357;2738.0603849693034;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3907.331180720727;1814.978295472233;0.0004388598966594;2110.3544240311476;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;6170.643034898265;1989.2687369964249;0.000446535693953;2734.3748672329048;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;2522.857731563865;2294.008699416403;0.0005914854649517;2887.589222583761;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;3846.6241698526496;1732.8523366474255;0.0003513542729929;3156.4566173977546;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;2627.019586967972;1907.289593245917;0.0003118852766868;2316.082745885062;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4648.773450837433;2878.182418019629;0.0008788039745533;1738.7773399783257;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4211.169802790694;884.0924294497349;0.0005704519725798;2183.363432753397;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4338.97315231173;2678.0067620860277;0.0004590598022449;2221.6913484676647;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;6359.490678502192;1912.2483972572122;0.0003842279502989;2007.4905197626372;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;5151.4556132863945;1693.1524287224534;0.0003468509493721;2490.7560109176425;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6334.23844044312;1798.1519034827418;0.0004919738971843;2377.8395056338;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7710.812724701904;2007.5593304680665;0.0004841002445845;2188.988250204432;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;8491.260763402977;2618.8783034219264;0.0005731283451728;3467.2995806912772;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4767.516438025271;2116.9763801012314;0.0002834640043033;1457.9215421117287;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5891.653079759219;1672.1779440791977;0.0002902565643234;2244.7524117189305;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;4742.5941093365045;2460.560018812553;0.0005433372190227;2006.4782318029615;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6690.663325480316;1935.9911258846612;0.0005644159757644;769.718353395608;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;6366.513571133788;2351.3892555455877;0.0006506111978523;1580.618438510251;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;3899.7118484703874;2180.9897650286025;0.000776938042617;1057.460038254167;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4144.967986333092;1292.055389087829;0.0004551099914477;2557.138507236648;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;7310.346254419693;2381.161328576183;0.0006118153159841;1161.8868914623167;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4085.3080070638416;903.8625886780433;0.0003265635162915;1083.186364787249;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4814.193056727045;1933.22077208416;6.907164744633822e-05;1863.264673145253;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;6125.455674903027;1326.8118925731185;0.0003367980230817;1768.454061594619;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4724.568226790934;684.8955227678194;0.0004201408957121;1734.810271112186;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;7556.852970867156;2164.2452020120145;0.0008584332669718;1274.3090389622605;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;6722.1711583488;2555.4507570917644;0.0002228308549488;2597.120930887281;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3527.031692077001;1979.084842772384;0.0006235116321303;1883.885948264372;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;4024.753231902367;2856.368679005763;0.0004014117166092;2648.322467369356;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5979.671308430193;2000.356607406188;0.000582943880782;1343.7513416663016;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4913.802161344332;2118.224870299949;0.0005070509808847;1573.8116710123861;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;1766.5584185630355;1438.434473018549;0.0003475450640368;1417.578114335239;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;3382.523693572278;2388.1107109293916;0.0006707447730187;1983.085684984589;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5390.619812735647;2358.2607852256215;0.0005747896370326;1548.9681062334016;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6484.599561388398;1721.373489279923;0.0004975656132998;2718.705683038461;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;6508.427587472308;1145.2621361919614;0.0005489581773299;497.3387958522013;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;8271.567785681063;1004.2375043721863;0.0004292477334592;3125.986330277834;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;3848.180139101171;2671.69164093249;0.0001778560306568;1798.857768363138;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;3927.883639387715;1222.706304638503;0.000518684289128;1483.699389866342;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4958.290636924827;3015.041377612011;0.0008711066337052;3228.159730517058;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;2207.490025228786;1477.3366775099826;0.0006408809454075;1933.0096612138157;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4995.375134536251;1801.1220925075258;0.0005488591205185;1801.786957517895;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4674.69116578243;3887.700262341309;0.0005642392288368;1588.471971897233;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6319.897811232388;1686.0848628306874;0.0004998024976906;1823.8026794274406;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;6602.8740775020215;1357.2157433361126;0.0001265912834235;2324.373030663534;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5595.896391143762;1773.8956675596128;0.0003247386556948;2345.464421455945;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;5005.290139014784;988.6003682524018;0.0004894117298642;1206.3287738863892;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;5607.1317331996925;1811.827764079056;0.0006538939799678;1220.1480319612117;mURLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3679.2523559682168;2048.1381807239804;0.0008051230315806;2685.349580139834;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4862.718964810648;2662.446895239218;0.0003206322132079;1648.120083433223;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;5028.440570450594;2339.776394108923;0.0006094118915745;1961.3133697381704;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4875.370495880344;2097.152671852018;0.0001283039832182;2081.038861838714;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;4715.485221276941;3433.294908331472;0.0004447641221387;2978.410398718943;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3965.154898947414;2400.050646789184;0.0004953170006341;2882.084830778388;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;3291.333251691456;2956.761751197168;0.0007808811880358;2227.8124561130326;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;4658.717087235693;2594.086111266993;0.0003639740600394;1550.0594156887769;mURLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5990.983710636406;2930.906896860901;0.0004419849119363;3543.042864392823;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;2105.114634094279;2765.016123812971;0.0006653926403636;2467.18927561271;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4171.780124524815;2556.224495677194;0.0003777583860894;2911.364604713003;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;8448.648573816132;2406.49755300688;0.0004117990593702;1841.077274296124;mURLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;4678.9042165560895;2990.495649370664;0.0002597573300022;1229.1694684805877;MBRLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5252.724362461836;1609.3971300493197;0.0006038828903967;2339.288980413804;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;8064.741567982443;1510.6448679121152;0.000261169102615;2011.166178010216;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5532.838882324179;935.7438739069854;0.0006753937436364;3101.258854279722;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5570.890496766661;2349.496659795418;0.0002919676297482;1932.4304767742608;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;3483.7405676850403;2774.6042492044166;0.0003737777088745;1702.6674823468475;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5521.820173174274;1306.992444651593;0.0003045981396039;2855.6074913278576;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4975.840658367132;1517.0364966986328;0.0004528473662333;1721.0572697367447;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;6541.868338292898;2960.6622012297858;0.0006794338506388;1816.296107441548;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;7129.158387336634;2462.815043818338;0.000383580273294;970.3639031575116;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5051.014798094166;2433.8151342779615;0.0003365799462584;2751.7293529639396;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;5637.262904314654;2276.6243709600085;0.0004970572827104;1881.5784287287381;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;1851.024393651744;1858.671402989584;0.0004889452126795;1214.8894795930737;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;1274.7862257416025;963.5387037581509;0.0006130598188889;2772.4292085276156;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6822.304784284419;2394.7478250176064;0.0002808131133595;1822.4993141471487;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;842.7542924187155;3421.0936057977688;0.0005396626935253;3212.058786392809;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;5546.005889547103;2199.5202363831236;0.0007066458514913;2851.1553878787063;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4711.103651548486;1237.6574057537928;0.0003308468942553;1195.28661976133;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;7052.549207253677;1866.4867851850615;0.0005317620933804;2481.7403859567494;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;4941.880422034251;2633.3475450599626;0.000330489437664;2700.689664204095;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;8003.955729085551;2712.6104880896587;0.0006825431402076;882.3861658981964;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;4660.703276681963;3038.3750988820143;0.0007820353056498;1827.5476902499909;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;6910.890445072852;2706.923833699242;0.0003015445633287;1641.9448959563151;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;2503.6889902316607;668.3095539456659;0.0005486006368519;2724.72889331028;feMBB;yes
1e-09;1000.0;1.0;1000.0;yes;no;1164.1542511301682;2152.949163784733;0.0005595253817881;1398.7063650538416;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;4953.484434912326;1038.7053926703825;0.0005222508592582;2176.5744419449966;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;2666.4061489680507;2422.9887648861745;0.0004622730940892;3289.873921134917;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4900.632491742893;2488.135270103209;0.0004047829798322;647.3370079411869;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4311.909558910986;1452.9479835198374;0.0002390654358967;2063.677299482622;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;6008.9712760456105;1799.6824812779525;0.0004729538542401;2086.144742706762;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3226.7207828671744;1571.359697108505;0.0006440248679511;349.3745427227691;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5708.185838420762;2547.1877815926355;0.0006839349283015;883.3690914625172;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;6440.271570114566;1947.4941499005845;0.0005299408642513;2578.0341090938423;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4657.692616299803;1571.8065940643726;0.0003352478151968;1962.3653931551034;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;5797.472088339781;2523.560837388372;0.0002865820512674;2130.4215922151116;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3369.714919880313;2406.4185803551477;0.0003969697992137;1902.7421819608332;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4362.804760115657;2545.6719447050987;0.0001816499561748;2829.8947909400767;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;2763.9396313038847;972.3290269734872;7.950736135718656e-05;3602.1622585775967;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;8898.064422991207;1612.9392598465397;0.0002758150211354;2743.0018152928023;mURLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;7048.284999204374;2453.1699543429186;0.0005519844129552;435.0565625387165;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;7767.088776054363;891.8428822732908;0.0002269195201742;1975.877201713336;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;7024.362494371493;910.1564325938956;0.0005548176123188;2942.1140264538144;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;3895.345125486134;1510.6628867557226;0.0003621779219519;1713.9887705179915;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;2443.2202011788204;2515.5343195974137;0.0007004643992847;2947.0103535000344;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4293.782163827867;2007.544112424519;0.0003998619708513;1775.3365660231993;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5792.598905570554;2337.939736920156;0.0004230172603753;1165.1740808747243;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4516.793782392709;1344.1325972987156;0.0003749474095412;2480.619971620436;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;1276.2164560172132;1337.3912991305808;0.0003784282729815;2305.168794216997;umMTC;no
1e-06;1.0;1000.0;1000.0;no;no;6245.500414704889;2927.8770438359584;0.000514651013651;1599.1842882399606;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;2337.083186279047;2283.0831426863483;0.0005478095289403;2867.188836463773;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4296.670467788243;1283.397067996099;0.0004923803306048;763.4707820281517;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;7906.516629630299;681.402622859379;0.0002878090260926;2701.3388292030536;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;5082.269718857597;1061.6483238336536;0.0005677910509329;1635.6473609043342;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;6794.75228277349;1295.6604815036465;0.0002983445150942;3172.490975124278;ERLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5578.475435711397;1153.4306375182812;0.0003186891993961;2545.0532582940486;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3319.1641707209465;1977.5411869842553;0.0004055385158151;1769.647302530429;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;6215.90633152356;2447.6746218969943;0.0006291890326417;1355.927372927173;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;4895.134638908102;1939.9029890991865;0.0003102293981191;920.0430774614492;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;2524.363523692549;1696.6308211754956;0.0005612536931283;1948.2324562588108;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;2244.671074768119;2228.9666867365368;7.191568976512602e-05;2037.1272651954216;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;5639.218212671464;1774.3923267976988;0.000584255845732;2701.85872969982;mURLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;8569.051505618645;857.4037538476307;0.0006742017522724;1518.9787460114287;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;3206.923227093358;2135.165892317921;0.0006012908566066;2242.9335261678866;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;3405.7072275997944;2261.6937737765957;0.0004916152286508;1762.456396285641;MBRLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5663.427628677648;2802.335595894184;0.0003840568772871;2999.0026971397347;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;2810.839577690079;2614.270960436093;0.0003431283673385;1914.4868851422154;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;8923.522241073217;1626.8635189560632;0.0003589600983824;1512.512692802455;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;3557.85937896359;1855.347831119697;0.0003997964148666;1200.2048762632905;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4169.012603800435;2023.4848340559781;0.0006558287663313;1698.1819629864476;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;3659.731616707393;2142.400763395012;0.0004798719229432;1844.3075735856164;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6558.278953162952;2996.211990053249;0.0006306402254526;1867.921238342167;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;8603.888873989847;1955.8398702252605;0.001;2283.893923060043;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;3828.5434003796254;1653.0086238106464;0.0007754443591765;1778.2967413405145;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6444.651288711953;2827.930501832392;0.0004974047440756;1445.4992475194917;feMBB;yes
1e-06;1000.0;1.0;1000.0;yes;no;2824.2061833369244;2811.718484991077;0.0004066964938846;1719.729641931854;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6599.129986747551;2600.002256430001;0.0006388799125088;1854.332772935275;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;7930.80812687612;931.034583312304;0.0006386254433992;1622.337158917276;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;7420.851942598075;2053.8588745811253;0.0005896479152073;926.3837020902404;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;5221.85158652964;1843.886520097288;0.0007458628981984;986.958479743204;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;3279.3163972250136;2290.998323880773;0.0003425976643736;695.9962044502897;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5001.785261047386;1419.3844975556067;0.0005477296381731;2113.015501306309;umMTC;no
1e-07;0.1;1.0;1000.0;no;no;4482.402969592366;2546.6480899516528;0.0004938360243637;2300.822407718322;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;4256.088716528308;2238.4241758112494;0.0006136912977926;1439.5522961131996;umMTC;no
0.0;1000.0;1.0;1000.0;no;yes;5344.715328727851;2583.526527866017;0.0004231896450162;2323.52881333517;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;4889.600356428322;1501.3671846425314;0.0005613784114504;1743.7001333752448;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;6180.121789745195;2176.7185857549784;0.0002020016632163;1902.19552466132;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;6190.955467144096;2525.687962616869;0.0004967109145635;1130.402706585726;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;4895.846192947806;300.4130048264132;0.0007853230728483;2831.1992237318027;feMBB;yes
1e-06;1.0;1000.0;1000.0;no;no;5720.856764786948;2444.580870879898;0.0004134211191089;3063.314795905944;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;7202.588518134001;1759.6500397808406;0.0004830436015779;2215.6414280160348;feMBB;yes
1e-07;0.1;1.0;1000.0;no;no;4114.587676231021;1984.2254733289503;0.0006782353340245;1493.4928587919082;ERLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;5026.985087806219;2835.0340689639925;0.0005784960931073;2063.27964448739;ERLLC;yes
1e-09;1000.0;1.0;1000.0;yes;no;3286.7460261489414;2727.7078334168937;0.0002147526925679;1483.0343688638266;MBRLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;5800.193575481219;1613.9502584219983;0.0004765962498384;1107.618432352604;MBRLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5331.313250862644;874.8283153849404;0.0005638852999903;2468.995753539025;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5768.539181785569;1948.905806882837;0.0007278166341401;1335.9311124227809;umMTC;no
1e-06;1000.0;1.0;1000.0;yes;no;3352.5661389951247;2708.358016153884;0.0006965305966723;1433.0216916971222;MBRLLC;yes
1e-06;1.0;1000.0;1000.0;no;no;6276.3152055495775;2876.2905044803556;0.000489290179125;521.3444172320254;ERLLC;yes
0.0;1000.0;1.0;1000.0;no;yes;5170.521114513801;604.985229031614;0.0006058913234611;2708.9725326404005;umMTC;no
1e-09;1000.0;1.0;1000.0;yes;no;6716.158131903163;2398.341481104577;0.0004869612862135;3005.0831642038843;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4271.016402946361;2307.96537008702;0.0004161240233678;2490.7004587073184;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;6137.737191740733;2514.672864858205;0.0006826478289339;2541.035856371439;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;5742.1448956887525;2008.7213330900881;0.0006714662277812;1107.2549528328022;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;no;7541.330667007183;820.0828090414342;0.0005448475182079;1825.8653739867977;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;4806.669555419858;1694.5802200762844;0.0003911283105344;2485.156608904144;umMTC;no
1e-05;1000.0;1.0;1000.0;no;yes;4075.79858953116;1386.8742904677915;0.0004955375496072;1350.475288131896;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;4177.604864446122;1310.7249741095131;0.0005064796515648;1728.2410934756208;ERLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;3153.4846799941947;2522.533770496154;0.000653724259504;910.5506710414681;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;4162.13079332922;1886.2526927426677;0.0004490911516798;1798.34275789612;feMBB;yes
0.0;1000.0;1.0;1000.0;no;yes;1099.9027256675258;2262.4831979320616;0.000504727511975;1878.5432873645025;umMTC;no
1e-05;1000.0;1.0;1000.0;no;no;7281.549004942471;2704.137892685498;0.0005311692573037;2334.9415046858076;feMBB;yes
1e-05;1000.0;1.0;1000.0;no;yes;8223.590741086495;849.8596918356491;0.0004550622192234;892.7112343548908;mURLLC;yes
1e-05;1000.0;1.0;1000.0;no;yes;4754.549097234931;3068.892669620085;0.0005426957062189;883.8235938719499;mURLLC;yes
1e-07;0.1;1.0;1000.0;no;no;5730.595975259941;3191.0258166295903;0.0005185822404148;2820.870434751962;ERLLC;yes
1e-06;1000.0;1.0;1000.0;yes;no;5273.821179904152;816.1000738425686;0.0003640170704647;2715.286278741145;MBRLLC;yes
1e-05;1000.0;1.0;1000.0;no;no;2812.286640894498;2461.769302305899;0.0004073500868819;1570.1972337747247;feMBB;yes
